id,Distance,Charge,SD,PPV,V,L,T,logD,logW,logSD,W2_D,sqrtW,ratio_VL,ratio_VT,ratio_LT,dominant,anomalous,sd_quartile,AF_V,AF_L,AF_T,hp_pred_resultant
100,1250,1650.0,30.77,15.01,9.85,9.79,9.81,3.096910013008056,3.2174839442139063,1.4881274962474584,2178.0,40.62019202317981,1.0061287027579162,1.0040774719673802,0.9979612640163098,V,1,3,0.3631865791674812,0.36097427513194325,0.361711709810456,27.121046219766104
101,300,1400.0,8.02,198.71,114.7,114.75,114.72,2.4771212547196626,3.146128035678238,0.9041743682841636,6533.333333333333,37.416573867739416,0.9995642701525056,0.9998256624825664,1.0002615062761506,L,1,0,0.6715196540594681,0.671812382766556,0.6716367455423032,170.80661646552858
102,350,1250.0,9.9,146.44,84.85,84.82,83.97,2.544068044350276,3.096910013008056,0.99563519459755,4464.285714285715,35.35533905932738,1.0003536901674133,1.0104799333095154,1.0101226628557818,V,1,0,0.6627052998419664,0.662470990366477,0.655832221894283,128.03579512678405
103,400,1600.0,10.0,144.37,83.63,82.98,83.45,2.6020599913279625,3.204119982655925,1.0,6400.0,40.0,1.0078332128223668,1.002156980227681,0.9943678849610544,V,1,0,0.6622231619483353,0.6570761446666611,0.6607978340857178,126.28673354455181
104,450,1150.0,13.27,96.67,55.81,55.78,55.84,2.6532125137753435,3.060697840353612,1.1228709228644356,2938.8888888888887,33.91164991562634,1.0005378271782002,0.9994627507163324,0.9989255014326648,T,1,0,0.6509017472603021,0.6505518627876662,0.651251631732938,85.74258747177863
105,500,1000.0,15.81,75.27,43.44,43.41,43.52,2.6989700043360187,3.0,1.1989318699322091,2000.0,31.622776601683796,1.0006910850034554,0.9981617647058822,0.997472426470588,T,1,1,0.6438582184590705,0.6434135649932838,0.6450439610345017,67.46826980629966
106,550,2050.0,12.15,109.62,63.32,63.25,63.3,2.740362689494244,3.311753861055754,1.084576277934331,7640.909090909091,45.27692569068709,1.0011067193675889,1.0003159557661927,0.9992101105845184,V,1,0,0.654537103046117,0.6538135149663125,0.6543303635947443,96.74012321886454
107,600,1350.0,16.33,71.75,41.48,41.35,41.44,2.7781512503836434,3.130333768495006,1.212986184736668,3037.5,36.74234614174768,1.0031438935912935,1.000965250965251,0.9978281853281854,V,1,1,0.6426491092927593,0.6406350209560173,0.642029389804531,64.54533181513172
108,650,1250.0,18.38,60.52,35.01,34.85,34.96,2.812913356642856,3.096910013008056,1.2643455070500924,2403.846153846154,35.35533905932738,1.0045911047345766,1.0014302059496567,0.9968535469107552,V,1,1,0.6377017980480404,0.6347874225071183,0.6367910556915023,54.90026860072075
109,700,1650.0,17.23,64.28,38.4,38.38,34.42,2.845098040014257,3.2174839442139063,1.2362852774480284,3889.285714285714,40.62019202317981,1.000521104742053,1.115630447414294,1.115049389889599,V,1,1,0.6402558051663146,0.6399223386011239,0.5738959586933478,59.976027847221324
110,750,1250.0,21.21,49.38,28.53,28.49,28.51,2.8750612633917,3.096910013008056,1.326540668516562,2083.333333333333,35.35533905932738,1.0014040014040015,1.0007015082427215,0.999298491757278,V,1,2,0.6321899687247292,0.6313036175593247,0.631746793142027,45.1288400819638
111,800,1900.0,18.35,60.73,35.1,35.03,35.06,2.903089986991944,3.278753600952829,1.263636068588108,4512.5,43.58898943540674,1.0019982871824151,1.0011409013120365,0.9991443240159726,V,1,1,0.637913377536058,0.636641185615046,0.6371864107240511,55.02314457736227
112,850,1350.0,23.13,43.65,25.21,25.14,25.26,2.929418925714293,3.130333768495006,1.3641756327706194,2144.1176470588234,36.74234614174768,1.0027844073190135,0.9980205859065716,0.995249406175772,T,1,2,0.6289641419790918,0.6272177123900979,0.630211591685516,40.08177623715477
113,900,1300.0,24.96,39.16,22.61,22.63,22.58,2.9542425094393248,3.113943352306837,1.3972445810103864,1877.7777777777776,36.05551275463989,0.999116217410517,1.0013286093888398,1.0022143489813995,L,1,2,0.6260539582244589,0.6266077432383682,0.6252232807035949,36.11509791284419
114,950,1700.0,23.04,43.85,25.35,25.29,25.31,2.977723605288848,3.230448921378274,1.3624824747511743,3042.1052631578946,41.23105625617661,1.0023724792408066,1.0015804030027655,0.9992097984986172,V,1,2,0.6290914003130935,0.6276024265845418,0.6280987511607257,40.296211309490985
115,1000,1550.0,25.4,38.26,22.05,22.12,22.09,3.0,3.1903316981702914,1.404833716619938,2402.5,39.370039370059054,0.9968354430379748,0.9981892258940698,1.0013580805794478,L,1,2,0.625325714738194,0.6273108757373628,0.6264600924520047,35.26162363118508
116,1050,1650.0,25.85,37.24,21.51,21.46,21.54,3.0211892990699383,3.2174839442139063,1.4124605474299614,2592.8571428571427,40.62019202317981,1.0023299161230197,0.998607242339833,0.9962859795728878,T,1,2,0.6248505916836631,0.6233981263380478,0.6257220708910322,34.42422922580772
117,1100,1500.0,28.4,32.49,18.8,18.75,18.72,3.041392685158225,3.1760912590556813,1.4533183400470375,2045.4545454545453,38.72983346207417,1.0026666666666666,1.0042735042735045,1.001602564102564,V,1,3,0.6211716110283162,0.6195195588713259,0.6185283275771318,30.265388285980443
118,1150,1250.0,32.53,26.73,15.48,15.39,15.43,3.060697840353612,3.096910013008056,1.5122840632818535,1358.695652173913,35.35533905932738,1.0058479532163742,1.0032404406999351,0.997407647440052,V,1,3,0.6159212601283374,0.6123403225694517,0.6139318503734008,25.13308275277669
119,1200,1450.0,31.51,27.95,16.2,16.08,16.13,3.0791812460476247,3.161368002234975,1.4984484031739995,1752.0833333333333,38.07886552931954,1.0074626865671643,1.004339739615623,0.9969001859888408,V,1,3,0.6170690565947602,0.6124981746940582,0.6144027088193507,26.25313946124318
120,1250,1750.0,29.88,30.26,17.48,17.42,17.51,3.096910013008056,3.2430380486862944,1.475380593143361,2450.0,41.83300132670378,1.0034443168771523,0.9982866933181038,0.9948600799543118,T,1,3,0.6191410193755023,0.6170158213684925,0.6202036183790071,28.232663404584688
121,300,1050.0,9.26,247.53,142.91,142.94,142.89,2.4771212547196626,3.0211892990699383,0.9666109866819343,3675.0,32.4037034920393,0.999790121729397,1.0001399678074043,1.0003499195185108,L,1,0,1.0186117589321793,1.0188255882846946,1.0184692060305023,140.29879269194177
122,350,1150.0,10.32,217.742,125.71,125.69,125.74,2.544068044350276,3.060697840353612,1.0136796972911926,3778.571428571429,33.91164991562634,1.0001591216485002,0.9997614124383648,0.9996023540639416,T,1,0,1.0392837334693603,1.039118387238596,1.0395317528155068,120.95830614066483
123,400,1250.0,11.31,195.31,112.8,112.72,112.77,2.6020599913279625,3.096910013008056,1.0534626049254554,3906.25,35.35533905932738,1.000709723207949,1.000266028198989,0.9995566196683516,V,1,0,1.057110266251076,1.05636054265799,1.0568291199036688,106.70599236542527
124,450,1400.0,12.03,181.15,104.95,104.91,103.89,2.6532125137753435,3.146128035678238,1.0802656273398448,4355.555555555556,37.416573867739416,1.0003812791916882,1.0102030994320916,1.0098180768120126,V,1,0,1.0702278551381887,1.0698199550504752,1.059418502813782,98.06322970957318
125,500,1450.0,13.13,163.81,94.62,94.58,94.53,2.6989700043360187,3.161368002234975,1.1182647260894794,4205.0,38.07886552931954,1.0004229223937409,1.0009520787051729,1.000528932613985,V,1,0,1.0876328536063173,1.0871730637717762,1.0865983264786003,86.99626871904785
126,550,1300.0,15.25,137.41,79.28,79.34,79.38,2.740362689494244,3.113943352306837,1.1832698436828046,3072.7272727272725,36.05551275463989,0.999243761028485,0.998740236835475,0.99949609473419,T,1,1,1.118482051660681,1.1193285315181438,1.1198928514231188,70.88178114462183
127,600,1450.0,15.76,131.94,76.31,75.95,76.26,2.7781512503836434,3.161368002234975,1.1975562131535364,3504.1666666666665,38.07886552931954,1.004739960500329,1.0006556517178076,0.9959349593495934,V,1,1,1.126157560108249,1.1208448000291116,1.1254196767639244,67.76138855087463
128,650,1350.0,17.69,115.29,66.56,66.51,66.62,2.812913356642856,3.130333768495006,1.2477278329097232,2803.846153846154,36.74234614174768,1.0007517666516312,0.999099369558691,0.9983488441909336,T,1,1,1.1505245634693093,1.149660287204684,1.15156169498686,57.85187219236238
129,700,1650.0,17.23,118.47,68.65,67.93,68.62,2.845098040014257,3.2174839442139063,1.2362852774480284,3889.285714285714,40.62019202317981,1.010599146179891,1.000437190323521,0.9899446225590208,V,1,1,1.144623985017383,1.1326191886705146,1.1441237851695967,59.976027847221324
130,750,1500.0,19.36,103.57,59.83,59.87,59.68,2.8750612633917,3.1760912590556813,1.2869053529723748,3000.0,38.72983346207417,0.9993318857524636,1.0025134048257371,1.0031836461126005,L,1,1,1.1700918078091558,1.170874085467728,1.1671582665895106,51.1327398420333
131,800,1100.0,24.12,79.86,46.17,46.1,46.05,2.903089986991944,3.041392685158225,1.3823773034681135,1512.5,33.166247903554,1.001518438177874,1.0026058631921826,1.001085776330076,V,1,2,1.2198985690544744,1.218049036894331,1.2167279424942286,37.84740893317524
132,850,1000.0,26.88,70.28,40.63,40.57,40.53,2.929418925714293,3.0,1.4294292643817876,1176.470588235294,31.622776601683796,1.0014789253142715,1.00246730816679,1.000986923266716,V,1,3,1.2451050178542709,1.2432663198215055,1.2420405211329952,32.63178560634104
133,900,1300.0,24.96,76.87,44.34,44.39,44.42,2.9542425094393248,3.113943352306837,1.3972445810103864,1877.7777777777776,36.05551275463989,0.9988736201847264,0.9981990094552003,0.9993246285457,T,1,2,1.227741375836909,1.229125838371682,1.229956515892546,36.11509791284419
134,950,1200.0,27.42,68.66,39.68,39.6,39.65,2.977723605288848,3.0791812460476247,1.4380674504534938,1515.7894736842106,34.64101615137755,1.002020202020202,1.0007566204287517,0.9987389659520808,V,1,3,1.2495482941935858,1.2470290436004536,1.2486035752211613,31.75547530606495
135,1000,1700.0,24.25,79.37,45.87,45.83,45.78,3.0,3.230448921378274,1.3847117429382825,2890.0,41.23105625617661,1.000872790748418,1.0019659239842724,1.0010921799912624,V,1,2,1.2209208245706504,1.2198561454125334,1.2185252964648872,37.57000378475047
136,1050,1600.0,26.25,72.26,41.78,41.66,41.72,3.0211892990699383,3.204119982655925,1.4191293077419758,2438.095238095238,40.0,1.0028804608737398,1.00143815915628,0.99856184084372,V,1,3,1.2394558911404305,1.2358959412376815,1.237675916189056,33.70833952110872
137,1100,1100.0,33.17,54.88,31.71,31.7,31.64,3.041392685158225,3.041392685158225,1.5207454715194824,1100.0,33.166247903554,1.0003154574132491,1.002212389380531,1.0018963337547409,V,1,3,1.2957784834204409,1.2953698493985486,1.292918045267195,24.471775388873365
138,1150,1050.0,35.49,50.59,29.27,29.15,29.21,3.060697840353612,3.0211892990699383,1.5501059993475927,958.695652173913,32.4037034920393,1.0041166380789022,1.0020540910647038,0.997945908935296,V,1,3,1.3120188145757512,1.3066398512088535,1.3093293328923024,22.309131298139672
139,1200,1350.0,32.66,55.9,32.29,32.35,32.19,3.0791812460476247,3.130333768495006,1.5140161804006491,1518.75,36.74234614174768,0.9981452859350848,1.0031065548306928,1.0049704877291086,L,1,3,1.291792799124878,1.2941931573765812,1.2877922020387063,24.996268768392873
140,1250,1250.0,35.36,50.84,29.4,29.34,29.31,3.096910013008056,3.096910013008056,1.5485122563410354,1250.0,35.35533905932738,1.0020449897750512,1.0030706243602865,1.001023541453429,V,1,3,1.3112438800853046,1.308567872166763,1.3072298682074923,22.42145831642497
141,300,1550.0,7.62,138.28,79.83,79.8,79.88,2.4771212547196626,3.1903316981702914,0.8819549713396004,8008.333333333333,39.370039370059054,1.000375939849624,0.9993740610916376,0.99899849774662,T,1,0,0.4357646261652792,0.4356008664410533,0.43603755903898916,183.19522789746048
142,350,1600.0,8.75,105.96,61.13,61.22,61.18,2.544068044350276,3.204119982655925,0.9420080530223132,7314.285714285715,40.0,0.998529892192094,0.999182739457339,1.0006538084341288,L,1,0,0.40320776478577147,0.4038013963714204,0.40353756011113195,151.60918349992346
143,400,1650.0,9.85,84.19,48.67,48.53,48.62,2.6020599913279625,3.2174839442139063,0.9934362304976116,6806.25,40.62019202317981,1.002884813517412,1.0010283833813247,0.9981489099136158,V,1,0,0.3775030293846066,0.37641713614207845,0.3771152103694179,128.9261177038507
144,450,1450.0,11.82,59.22,34.23,34.15,34.2,2.6532125137753435,3.161368002234975,1.0726174765452363,4672.222222222223,38.07886552931954,1.002342606149341,1.000877192982456,0.9985380116959064,V,1,0,0.3407481034810972,0.3399517304668265,0.34044946360074574,100.45543805029244
145,500,1950.0,11.32,64.51,37.17,37.32,37.24,2.6989700043360187,3.290034611362518,1.0538464268522527,7605.0,44.15880433163923,0.9959807073954984,0.9981203007518796,1.0021482277121374,L,1,0,0.3487619126246309,0.3501693456860701,0.3494187147199692,106.57700469720073
146,550,1750.0,13.15,48.27,27.86,27.91,27.83,2.740362689494244,3.2430380486862944,1.1189257528257768,5568.181818181818,41.83300132670378,0.9982085274095306,1.0010779734099893,1.0028745957599714,L,1,0,0.32091141628311953,0.3214873520625221,0.32056585481547795,86.81523494141109
147,600,1550.0,15.24,36.21,20.95,20.87,20.9,2.7781512503836434,3.1903316981702914,1.1829849670035817,4004.1666666666665,39.370039370059054,1.003833253473886,1.0023923444976075,0.9985645933014357,V,1,1,0.2952973318609843,0.29416970481807836,0.2945925649591681,70.94544291332281
148,650,1250.0,18.38,25.24,14.59,14.5,14.63,2.812913356642856,3.096910013008056,1.2643455070500924,2403.846153846154,35.35533905932738,1.006206896551724,0.997265892002734,0.9911141490088858,T,1,1,0.26575461963784375,0.26411528339607504,0.2664832135230743,54.90026860072075
149,700,1350.0,19.05,23.5,13.62,13.57,13.51,2.845098040014257,3.130333768495006,1.2798949800116382,2603.5714285714284,36.74234614174768,1.0036845983787763,1.008142116950407,1.004441154700222,V,1,1,0.26054554220614745,0.2595890607736726,0.2584412830547028,52.274930074311754
150,750,1450.0,19.7,22.11,12.77,12.7,12.82,2.8750612633917,3.161368002234975,1.294466226161593,2803.333333333333,38.07886552931954,1.005511811023622,0.9960998439937596,0.9906396255850232,T,1,1,0.2557641347208376,0.2543621386808643,0.25676556046367566,49.92881435052748
151,800,1450.0,21.01,19.45,11.27,11.22,11.19,2.903089986991944,3.161368002234975,1.3224260524059526,2628.125,38.07886552931954,1.0044563279857397,1.0071492403932083,1.002680965147453,V,1,2,0.24651223609747777,0.24541857045374454,0.24476237106750456,45.7178117338708
152,850,1500.0,21.95,18.0,10.36,10.42,10.39,2.929418925714293,3.1760912590556813,1.34143452457814,2647.058823529412,38.72983346207417,0.9942418426103646,0.9971126082771896,1.0028873917228105,L,1,2,0.24059650568234947,0.24198992173842487,0.2412932137103872,43.059644489092946
153,900,1600.0,22.5,17.0,9.88,9.75,9.82,2.9542425094393248,3.204119982655925,1.3521825181113625,2844.4444444444443,40.0,1.0133333333333334,1.0061099796334012,0.9928716904276984,V,1,2,0.2373538106977407,0.23423073424119145,0.23591239079471796,41.62562198161517
154,950,1350.0,25.86,13.07,7.55,7.48,7.61,2.977723605288848,3.130333768495006,1.4126285205443752,1918.421052631579,36.74234614174768,1.0093582887700534,0.9921156373193166,0.9829172141918529,T,1,2,0.21943839324346237,0.21740386509418527,0.22118227451427136,34.406012040123855
155,1000,1250.0,28.28,10.98,6.35,6.27,6.4,3.0,3.096910013008056,1.4514794051248618,1562.5,35.35533905932738,1.0127591706539074,0.9921875,0.9796875,T,1,3,0.20859827319046878,0.2059702634494865,0.21024077927858273,30.44128747030367
156,1050,1050.0,32.4,8.35,4.89,4.81,4.76,3.0211892990699383,3.0211892990699383,1.510545010206612,1050.0,32.4037034920393,1.0166320166320166,1.0273109243697478,1.0105042016806722,V,1,3,0.19350091807555547,0.19033525888413533,0.18835672188949776,25.27119792832519
157,1100,1100.0,33.17,8.0,4.67,4.55,4.63,3.041392685158225,3.041392685158225,1.5207454715194824,1100.0,33.166247903554,1.0263736263736265,1.0086393088552916,0.9827213822894167,V,1,3,0.19083208822369785,0.1859284799609904,0.1891975521361287,24.471775388873365
158,1150,1250.0,32.53,8.33,4.85,4.8,4.78,3.060697840353612,3.096910013008056,1.5122840632818535,1358.695652173913,35.35533905932738,1.0104166666666667,1.014644351464435,1.00418410041841,V,1,3,0.1929727462288395,0.19098333647390303,0.19018757257192845,25.13308275277669
159,1200,1600.0,30.0,9.75,5.67,5.59,5.62,3.0791812460476247,3.204119982655925,1.4771212547196624,2133.333333333333,40.0,1.0143112701252237,1.008896797153025,0.994661921708185,V,1,3,0.20193587376435224,0.19908669036026966,0.20015513413680064,28.078220547462358
160,1250,1750.0,29.88,9.98,5.71,5.76,5.82,3.096910013008056,3.2430380486862944,1.475380593143361,2450.0,41.83300132670378,0.9913194444444444,0.9810996563573884,0.9896907216494844,T,1,3,0.20224801033375958,0.20401900867293435,0.2061442066799441,28.232663404584688
161,300,1200.0,8.66,183.69,106.0,106.12,106.04,2.4771212547196626,3.0791812460476247,0.9375178920173468,4800.0,34.64101615137755,0.998869204673954,0.9996227838551488,1.000754432289702,L,1,0,0.6893426067031705,0.6901229945598156,0.6896027359887189,153.76969154271845
162,350,1150.0,10.32,144.06,83.21,83.12,83.19,2.544068044350276,3.060697840353612,1.0136796972911926,3778.571428571429,33.91164991562634,1.0010827718960538,1.0002404135112393,0.9991585527106625,V,1,0,0.6879229930951035,0.687178935056664,0.6877576468643393,120.95830614066483
163,400,1800.0,9.43,163.19,94.28,94.15,94.22,2.6020599913279625,3.255272505103306,0.9745116927373284,8100.0,42.42640687119285,1.0013807753584705,1.0006368074718743,0.99925705794948,V,1,0,0.6889354719913261,0.6879855185403411,0.6884970319370253,136.84881071298216
164,450,1850.0,10.46,141.31,81.66,81.58,81.52,2.6532125137753435,3.2671717284030137,1.0195316845312554,7605.555555555556,43.01162633521314,1.0009806325079675,1.0017173699705593,1.0007360157016685,V,1,0,0.6876741650834459,0.6870004700894872,0.686495198844018,118.74809923983541
165,500,1950.0,11.32,126.9,73.22,73.27,73.31,2.6989700043360187,3.290034611362518,1.0538464268522527,7605.0,44.15880433163923,0.9993175924662208,0.9987723366525711,0.9994543718455872,T,1,0,0.6870149917238492,0.6874841360776622,0.6878594515607127,106.57700469720073
166,550,1450.0,14.44,90.52,52.33,52.26,52.2,2.740362689494244,3.161368002234975,1.1595671932336202,3822.727272727273,38.07886552931954,1.0013394565633371,1.0024904214559387,1.0011494252873565,V,1,1,0.6851358065510122,0.6842193244860673,0.6834337684304002,76.37901785257772
167,600,1350.0,16.33,76.51,44.18,44.25,44.09,2.7781512503836434,3.130333768495006,1.212986184736668,3037.5,36.74234614174768,0.9984180790960452,1.0020412792016329,1.003628940802903,L,1,1,0.6844801747481704,0.68556468385257,0.6830858058996567,64.54533181513172
168,650,1450.0,17.07,71.97,41.56,41.48,41.61,2.812913356642856,3.161368002234975,1.2322335211147335,3234.6153846153848,38.07886552931954,1.0019286403085823,0.9987983657774574,0.996875751021389,T,1,1,0.6841520075624162,0.6828350643332296,0.6849750970806578,60.746733972286734
169,700,1500.0,18.07,66.52,38.4,38.35,38.46,2.845098040014257,3.1760912590556813,1.256958152560932,3214.285714285714,38.72983346207417,1.0013037809647978,0.9984399375975038,0.997139885595424,T,1,1,0.683355071330468,0.6824652860813398,0.6844228136294219,56.193334345549765
170,750,1750.0,17.93,67.26,38.83,38.79,38.88,2.8750612633917,3.2430380486862944,1.2535802895621828,4083.3333333333335,41.83300132670378,1.0010311936065996,0.9987139917695472,0.9976851851851852,T,1,1,0.683690656320935,0.6829863651477999,0.684571020287354,56.794691635763115
171,800,1650.0,19.69,59.02,34.11,33.92,34.19,2.903089986991944,3.2174839442139063,1.2942457161381182,3403.125,40.62019202317981,1.0056014150943395,0.997660134542264,0.9921029540801404,T,1,1,0.6826980719180433,0.6788952975508658,0.6842992400726443,49.96352180132544
172,850,1700.0,20.62,55.49,32.03,32.11,31.98,2.929418925714293,3.230448921378274,1.3142886609474975,3400.0,41.23105625617661,0.9975085643101838,1.0015634771732334,1.0040650406504066,L,1,2,0.6828647109324892,0.6845702737446839,0.6817987341748675,46.9053378908119
173,900,1750.0,21.51,52.42,30.2,30.32,30.27,2.9542425094393248,3.2430380486862944,1.3326404103874627,3402.777777777778,41.83300132670378,0.996042216358839,0.9976874793524942,1.001651800462504,L,1,2,0.6821829777365146,0.6848936385752028,0.6837641965590827,44.26964756611738
174,950,1600.0,23.75,45.55,26.34,26.25,26.3,2.977723605288848,3.204119982655925,1.375663613960885,2694.736842105264,40.0,1.0034285714285711,1.0015209125475284,0.9980988593155892,V,1,2,0.6813829505023342,0.6790547627443536,0.6803482003876762,38.65667607412458
175,1000,1850.0,23.25,46.77,27.13,26.85,27.02,3.0,3.2671717284030137,1.3664229572259727,3422.5,43.01162633521314,1.0104283054003724,1.0040710584752035,0.9937083641746854,V,1,2,0.6816768144885726,0.6746414474389303,0.6789129202904989,39.798918524688645
176,1050,1400.0,28.06,36.12,20.93,20.79,20.84,3.0211892990699383,3.146128035678238,1.448087666692341,1866.6666666666667,37.416573867739416,1.0067340067340067,1.0043186180422266,0.9976007677543186,V,1,3,0.6802433091622047,0.6756931866928922,0.6773182304319324,30.768402596679156
177,1100,1450.0,28.89,34.93,20.11,20.23,20.16,3.041392685158225,3.161368002234975,1.460747541844197,1911.3636363636365,38.07886552931954,0.9940682155215028,0.9975198412698412,1.0034722222222223,L,1,3,0.6801949858784966,0.684253832139333,0.6818861718205117,29.565051812352312
178,1150,1350.0,31.3,31.35,18.0,18.19,18.11,3.060697840353612,3.130333768495006,1.4955443375464486,1584.7826086956522,36.74234614174768,0.9895547003848268,0.9939260077305356,1.004417448923247,L,1,3,0.6793862535520725,0.6865575528951221,0.6835380584348907,26.494501332474144
179,1200,1800.0,28.28,35.87,20.7,20.81,20.62,3.0791812460476247,3.255272505103306,1.4514794051248618,2700.0,42.42640687119285,0.9947140797693416,1.0038797284190106,1.0092143549951502,L,1,3,0.679997520479166,0.6836110338730166,0.6773695107381837,30.44128747030367
180,1250,1950.0,28.31,35.68,20.68,20.52,20.6,3.096910013008056,3.290034611362518,1.4519398693651029,3042.0,44.15880433163923,1.0077972709551657,1.003883495145631,0.9961165048543688,V,1,3,0.6803270037223592,0.6750633518560354,0.6776951777891973,30.397147087872302
181,300,850.0,10.29,144.74,83.56,83.47,83.66,2.4771212547196626,2.929418925714293,1.012415374762433,2408.333333333333,29.154759474226505,1.001078231700012,0.9988046856323214,0.9977289027014103,T,1,0,0.6880696198898186,0.6873285204907033,0.6888930636666135,121.44119953062389
182,350,750.0,12.78,107.13,61.96,61.84,61.75,2.544068044350276,2.8750612633917,1.1065308538223813,1607.142857142857,27.386127875258307,1.0019404915912031,1.0034008097165992,1.0014574898785429,V,1,0,0.6863597469184994,0.6850304510884443,0.6840334792159029,90.2733592378886
183,400,1300.0,11.09,129.91,75.32,75.4,74.28,2.6020599913279625,3.113943352306837,1.0449315461491602,4225.0,36.05551275463989,0.9989389920424402,1.0140010770059231,1.015078082929456,L,1,0,0.6871410516055326,0.6878708880915716,0.6776531772870283,109.61359363410436
184,450,1100.0,13.57,98.97,57.05,57.22,57.15,2.6532125137753435,3.041392685158225,1.132579847659737,2688.8888888888887,33.166247903554,0.9970290108353722,0.9982502187226596,1.0012248468941385,L,1,1,0.6860356714151107,0.6880799494894414,0.6872381879294229,83.15894111208662
185,500,650.0,19.61,59.54,34.31,34.38,34.43,2.6989700043360187,2.812913356642856,1.292477593667784,845.0,25.495097567963924,0.9979639325189064,0.9965146674411852,0.998547778100494,T,1,1,0.6828853919684434,0.684278629433841,0.685273799051982,50.24269138500694
186,550,1500.0,14.2,92.78,53.57,53.48,53.65,2.740362689494244,3.1760912590556813,1.1522883443830565,4090.909090909091,38.72983346207417,1.0016828721017204,0.9985088536812676,0.9968313140726932,T,1,1,0.685465725691333,0.6843141125624881,0.6864893818058617,78.15124519314436
187,600,1750.0,14.34,91.49,52.84,52.72,52.9,2.7781512503836434,3.2430380486862944,1.1565491513317814,5104.166666666667,41.83300132670378,1.002276176024279,0.9988657844990548,0.9965973534971644,T,1,1,0.6852645211450976,0.6837082807488558,0.6860426413432184,77.10890958093493
188,650,950.0,21.09,53.94,31.04,31.15,31.24,2.812913356642856,2.977723605288848,1.3240765797394864,1388.4615384615386,30.822070014844883,0.9964686998394864,0.9935979513444302,0.9971190781049936,T,1,2,0.6824882667126707,0.6849068784825931,0.6868857426579843,45.48063536609915
189,700,1000.0,22.14,50.24,29.03,29.12,28.86,2.845098040014257,3.0,1.345177616542704,1428.571428571429,31.622776601683796,0.9969093406593408,1.005890505890506,1.0090090090090091,L,1,2,0.6821806423275283,0.6842955668128703,0.6781857849663268,42.554710876803405
190,750,1300.0,20.8,54.8,31.63,31.56,31.72,2.8750612633917,3.113943352306837,1.3180633349627615,2253.333333333333,36.05551275463989,1.0022179974651455,0.9971626733921816,0.9949558638083228,T,1,2,0.6824061654123881,0.6808959399435652,0.6843478838723033,46.35069494263072
191,800,950.0,25.96,40.48,23.31,23.42,23.38,2.903089986991944,2.977723605288848,1.4143046881283317,1128.125,30.822070014844883,0.9953031596925704,0.997005988023952,1.0017108639863133,L,1,2,0.6810859783887431,0.6843000263348076,0.6831312816271478,34.22475390720107
192,850,950.0,27.58,37.23,21.44,21.56,21.49,2.929418925714293,2.977723605288848,1.4405942618398309,1061.764705882353,30.822070014844883,0.9944341372912804,0.9976733364355516,1.003257328990228,L,1,3,0.6805567684096918,0.6843658548000445,0.6821438877390054,31.50361732512111
193,900,1200.0,25.98,40.13,23.27,23.08,23.16,2.9542425094393248,3.0791812460476247,1.414639146737009,1600.0,34.64101615137755,1.0082322357019065,1.0047495682210708,0.996545768566494,V,1,3,0.6806342343198042,0.6750768426343395,0.6774167970282194,34.18870051879628
194,950,1550.0,24.13,44.51,25.77,25.62,25.7,2.977723605288848,3.1903316981702914,1.382557321908786,2528.9473684210525,39.370039370059054,1.005854800936768,1.0027237354085603,0.996887159533074,V,1,2,0.6812784302896717,0.6773128980993942,0.6794278486008755,37.8259443632215
195,1000,850.0,34.3,27.47,15.86,15.92,15.8,3.0,2.929418925714293,1.5352941200427703,722.5,29.154759474226505,0.9962311557788944,1.0037974683544304,1.0075949367088608,L,1,3,0.6784986462296643,0.6810654759127526,0.6759318165465761,23.375138753971168
196,1050,1400.0,28.06,36.11,20.93,20.85,20.77,3.0211892990699383,3.146128035678238,1.448087666692341,1866.6666666666667,37.416573867739416,1.0038369304556354,1.0077034183919114,1.0038517091959558,V,1,3,0.6802433091622047,0.6776432391797405,0.6750431691972761,30.768402596679156
197,1100,1400.0,29.4,34.17,19.63,19.75,19.81,3.041392685158225,3.146128035678238,1.4683473304121573,1781.8181818181818,37.416573867739416,0.9939240506329112,0.9909136799596164,0.9969712266532056,T,1,3,0.6800529451834151,0.6842101715421522,0.6862887847215208,28.865399582536398
198,1150,700.0,43.47,19.69,11.44,11.29,11.38,3.060697840353612,2.845098040014257,1.638189640190837,426.0869565217391,26.457513110645905,1.0132860938883967,1.0052724077328643,0.9920913884007028,V,1,3,0.6768534327309108,0.6679786062527957,0.6733035021396648,16.901738909475363
199,1200,1600.0,30.0,33.07,19.08,19.22,18.97,3.0791812460476247,3.204119982655925,1.4771212547196624,2133.333333333333,40.0,0.9927159209157128,1.0057986294148655,1.0131787032156037,L,1,3,0.6795302418736932,0.6845163128308377,0.6756126146930796,28.078220547462358
200,1250,1000.0,39.53,22.81,13.04,13.17,13.29,3.096910013008056,3.0,1.596926814342971,800.0,31.622776601683796,0.9901290812452544,0.981188863807374,0.9909706546275396,T,1,3,0.6774447778271556,0.68419844509077,0.6904325994879523,19.248801417917264
